DeltaPHI,DeltaPHI_diff,Depth,Facies,Formation,GR,GR_diff,ILD_log10,ILD_log10_diff,NM_M,NM_M_diff,PE,PE_diff,PHIND,PHIND_diff,RELPOS,RELPOS_diff,Well Name
10.7,-2.3000000000000007,2878.0,3,B3 SH,80.39,-0.9299999999999926,0.738,-0.041000000000000036,1,0,3.5,0.0,10.86,-0.6400000000000006,0.932,-0.02299999999999991,SHANKLE
8.6,-2.0999999999999996,2878.5,3,B3 SH,77.93,-2.4599999999999937,0.7020000000000001,-0.03599999999999992,1,0,3.4,-0.10000000000000009,10.29,-0.5700000000000003,0.909,-0.02300000000000002,SHANKLE
6.8,-1.7999999999999998,2879.0,3,B3 SH,75.73,-2.200000000000003,0.679,-0.02300000000000002,1,0,3.3,-0.10000000000000009,9.89,-0.3999999999999986,0.8859999999999999,-0.02300000000000013,SHANKLE
6.5,-0.2999999999999998,2879.5,2,B3 SH,66.0,-9.730000000000004,0.669,-0.010000000000000009,1,0,3.3,0.0,9.98,0.08999999999999986,0.8640000000000001,-0.021999999999999797,SHANKLE
5.8,-0.7000000000000002,2880.0,2,B3 SH,74.79,8.790000000000006,0.6659999999999999,-0.0030000000000001137,1,0,3.5,0.20000000000000018,9.985,0.004999999999999005,0.841,-0.02300000000000013,SHANKLE
4.6,-1.2000000000000002,2880.5,2,B3 SH,64.77,-10.02000000000001,0.665,-0.0009999999999998899,1,0,3.6,0.10000000000000009,9.89,-0.09499999999999886,0.818,-0.02300000000000002,SHANKLE
3.9,-0.6999999999999997,2881.0,2,B3 SH,62.9,-1.8699999999999974,0.659,-0.006000000000000005,1,0,3.5,-0.10000000000000009,10.335,0.4450000000000003,0.795,-0.02299999999999991,SHANKLE
4.8,0.8999999999999999,2881.5,2,B3 SH,64.65,1.750000000000007,0.6459999999999999,-0.013000000000000123,1,0,3.3,-0.20000000000000018,11.02,0.6849999999999987,0.773,-0.02200000000000002,SHANKLE
6.2,1.4000000000000004,2882.0,2,B3 SH,63.61,-1.0400000000000063,0.625,-0.020999999999999908,1,0,3.0,-0.2999999999999998,11.625,0.6050000000000004,0.75,-0.02300000000000002,SHANKLE
6.8,0.5999999999999996,2882.5,3,B3 SH,79.7,16.090000000000003,0.591,-0.03400000000000003,1,0,2.8,-0.20000000000000018,11.865,0.2400000000000002,0.727,-0.02300000000000002,SHANKLE
6.1,-0.7000000000000002,2883.0,3,B3 SH,80.43,0.730000000000004,0.544,-0.04699999999999993,1,0,2.8,0.0,11.935,0.07000000000000028,0.705,-0.02200000000000002,SHANKLE
7.3,1.2000000000000002,2883.5,3,B3 SH,78.5,-1.9300000000000068,0.498,-0.04600000000000004,1,0,2.7,-0.09999999999999964,12.61,0.6749999999999989,0.682,-0.02299999999999991,SHANKLE
8.3,1.0000000000000009,2884.0,2,B3 SH,67.3,-11.200000000000003,0.456,-0.04199999999999998,1,0,2.7,0.0,14.11,1.5,0.659,-0.02300000000000002,SHANKLE
7.6,-0.7000000000000011,2884.5,2,B3 SH,64.18,-3.1199999999999903,0.418,-0.038000000000000034,1,0,2.7,0.0,15.635,1.5250000000000004,0.636,-0.02300000000000002,SHANKLE
6.5,-1.0999999999999996,2885.0,2,B3 SH,55.59,-8.590000000000003,0.387,-0.030999999999999972,1,0,2.6,-0.10000000000000009,16.275,0.6399999999999988,0.614,-0.02200000000000002,SHANKLE
5.1,-1.4000000000000004,2885.5,2,B3 SH,61.6,6.009999999999998,0.36200000000000004,-0.024999999999999967,1,0,2.7,0.10000000000000009,16.055,-0.21999999999999886,0.591,-0.02300000000000002,SHANKLE
5.8,0.7000000000000002,2886.0,2,B3 SH,59.33,-2.270000000000003,0.34600000000000003,-0.016000000000000014,1,0,2.7,0.0,15.965,-0.08999999999999986,0.568,-0.02300000000000002,SHANKLE
6.4,0.6000000000000005,2886.5,2,B3 SH,63.11,3.780000000000001,0.348,0.0019999999999999463,1,0,2.8,0.09999999999999964,15.65,-0.3149999999999995,0.545,-0.02299999999999991,SHANKLE
7.7,1.2999999999999998,2887.0,2,B3 SH,62.47,-0.6400000000000006,0.358,0.010000000000000009,1,0,3.0,0.20000000000000018,15.31,-0.33999999999999986,0.523,-0.02200000000000002,SHANKLE
7.7,0.0,2887.5,2,B3 SH,69.97,7.5,0.358,0.0,1,0,3.1,0.10000000000000009,14.55,-0.7599999999999998,0.5,-0.02300000000000002,SHANKLE
8.0,0.2999999999999998,2888.0,2,B3 SH,71.32,1.3499999999999943,0.358,0.0,1,0,3.3,0.19999999999999973,14.36,-0.19000000000000128,0.47700000000000004,-0.022999999999999965,SHANKLE
8.0,0.0,2888.5,2,B3 SH,71.32,0.0,0.358,0.0,1,0,3.3,0.0,14.36,0.0,0.47700000000000004,0.0,SHANKLE
8.6,0.5999999999999996,2889.0,2,B3 SH,72.08,0.7600000000000051,0.358,0.0,1,0,3.1,-0.19999999999999973,14.54,0.17999999999999972,0.455,-0.02200000000000002,SHANKLE
9.8,1.200000000000001,2889.5,2,B3 SH,72.65,0.5700000000000074,0.35600000000000004,-0.0019999999999999463,1,0,2.9,-0.20000000000000018,15.115,0.5750000000000011,0.43200000000000005,-0.022999999999999965,SHANKLE
8.1,-1.700000000000001,2890.0,2,B3 SH,69.38,-3.2700000000000102,0.354,-0.0020000000000000573,1,0,2.7,-0.19999999999999973,15.995,0.879999999999999,0.409,-0.023000000000000076,SHANKLE
5.7,-2.3999999999999995,2890.5,2,B3 SH,63.68,-5.699999999999996,0.348,-0.006000000000000005,1,0,2.7,0.0,17.015,1.0200000000000014,0.386,-0.022999999999999965,SHANKLE
5.1,-0.6000000000000005,2891.0,2,B3 SH,63.96,0.28000000000000114,0.32799999999999996,-0.020000000000000018,1,0,2.6,-0.10000000000000009,17.755,0.7399999999999984,0.364,-0.02200000000000002,SHANKLE
4.9,-0.1999999999999993,2891.5,2,B3 SH,61.06,-2.8999999999999986,0.305,-0.022999999999999965,1,0,2.6,0.0,18.465,0.7100000000000009,0.341,-0.022999999999999965,SHANKLE
5.3,0.39999999999999947,2892.0,2,B3 SH,68.77,7.709999999999994,0.28600000000000003,-0.01899999999999996,1,0,2.5,-0.10000000000000009,19.315,0.8500000000000014,0.318,-0.02300000000000002,SHANKLE
5.0,-0.2999999999999998,2892.5,2,B3 SH,69.94,1.1700000000000017,0.27399999999999997,-0.012000000000000066,1,0,2.6,0.10000000000000009,20.22,0.9049999999999976,0.295,-0.02300000000000002,SHANKLE
4.6,-0.40000000000000036,2893.0,1,B3 SH,68.94,-1.0,0.27,-0.003999999999999948,1,0,2.6,0.0,20.435,0.21499999999999986,0.273,-0.021999999999999964,SHANKLE
3.8,-0.7999999999999998,2893.5,1,B3 SH,68.13,-0.8100000000000023,0.27899999999999997,0.008999999999999952,1,0,2.7,0.10000000000000009,20.185,-0.25,0.25,-0.02300000000000002,SHANKLE
3.1,-0.6999999999999997,2894.0,1,B3 SH,69.83,1.7000000000000028,0.301,0.02200000000000002,1,0,2.6,-0.10000000000000009,19.13,-1.0549999999999997,0.22699999999999998,-0.02300000000000002,SHANKLE
2.3,-0.8000000000000003,2894.5,1,B3 SH,69.72,-0.10999999999999943,0.326,0.025000000000000022,1,0,2.6,0.0,18.115,-1.0150000000000006,0.205,-0.021999999999999992,SHANKLE
3.0,0.7000000000000002,2895.0,1,B3 SH,79.64,9.920000000000002,0.35,0.023999999999999966,1,0,2.7,0.10000000000000009,16.33,-1.7850000000000001,0.182,-0.022999999999999993,SHANKLE
5.6,2.5999999999999996,2895.5,2,B3 SH,83.41,3.769999999999996,0.36700000000000005,0.01700000000000007,1,0,3.0,0.2999999999999998,14.845,-1.4849999999999977,0.159,-0.022999999999999993,SHANKLE
7.6,2.0,2896.0,3,B3 SH,85.63,2.219999999999999,0.386,0.01899999999999996,1,0,2.6,-0.3999999999999999,14.515,-0.33000000000000007,0.136,-0.022999999999999993,SHANKLE
5.2,-2.3999999999999995,2896.5,3,B3 SH,88.6,2.969999999999999,0.41200000000000003,0.026000000000000023,1,0,2.5,-0.10000000000000009,18.02,3.504999999999999,0.114,-0.022000000000000006,SHANKLE
-5.5,-10.7,2897.0,3,B3 SH,81.3,-7.299999999999997,0.45299999999999996,0.040999999999999925,1,0,2.2,-0.2999999999999998,25.095,7.074999999999999,0.091,-0.023000000000000007,SHANKLE
-12.1,-6.6,2897.5,3,B3 SH,81.46,0.1599999999999966,0.505,0.052000000000000046,1,0,2.0,-0.20000000000000018,35.24,10.145000000000003,0.068,-0.022999999999999993,SHANKLE
-13.2,-1.0999999999999996,2899.5,2,B4 SH,67.06,-14.399999999999991,0.607,0.10199999999999998,1,0,3.2,1.2000000000000002,25.315,-9.925,0.9790000000000001,0.911,SHANKLE
-0.6,12.6,2900.0,2,B4 SH,63.21,-3.8500000000000014,0.607,0.0,1,0,3.1,-0.10000000000000009,16.415,-8.900000000000002,0.958,-0.02100000000000013,SHANKLE
0.7,1.2999999999999998,2900.5,2,B4 SH,62.1,-1.1099999999999994,0.607,0.0,1,0,2.9,-0.20000000000000018,15.25,-1.1649999999999991,0.938,-0.020000000000000018,SHANKLE
-1.9,-2.5999999999999996,2901.0,1,B4 SH,59.12,-2.980000000000004,0.599,-0.008000000000000007,1,0,2.8,-0.10000000000000009,15.465,0.21499999999999986,0.917,-0.020999999999999908,SHANKLE
1.5,3.4,2901.5,1,B4 SH,53.43,-5.689999999999998,0.58,-0.019000000000000017,1,0,2.9,0.10000000000000009,12.685,-2.7799999999999994,0.8959999999999999,-0.02100000000000013,SHANKLE
3.9,2.4,2902.0,1,B4 SH,55.43,2.0,0.556,-0.02399999999999991,1,0,3.0,0.10000000000000009,11.32,-1.3650000000000002,0.875,-0.020999999999999908,SHANKLE
2.1,-1.7999999999999998,2902.5,1,B4 SH,50.01,-5.420000000000002,0.528,-0.028000000000000025,1,0,3.0,0.0,12.39,1.0700000000000003,0.8540000000000001,-0.020999999999999908,SHANKLE
1.2,-0.9000000000000001,2903.0,1,B4 SH,54.96,4.950000000000003,0.493,-0.03500000000000003,1,0,2.9,-0.10000000000000009,12.93,0.5399999999999991,0.833,-0.02100000000000013,SHANKLE
0.7,-0.5,2903.5,1,B4 SH,56.29,1.3299999999999983,0.456,-0.03699999999999998,1,0,2.8,-0.10000000000000009,13.1,0.16999999999999993,0.813,-0.020000000000000018,SHANKLE
1.3,0.6000000000000001,2904.0,1,B4 SH,57.56,1.2700000000000031,0.425,-0.031000000000000028,1,0,2.9,0.10000000000000009,13.6,0.5,0.792,-0.020999999999999908,SHANKLE
0.8,-0.5,2904.5,1,B4 SH,59.71,2.1499999999999986,0.396,-0.02899999999999997,1,0,2.9,0.0,13.875,0.27500000000000036,0.7709999999999999,-0.02100000000000013,SHANKLE
1.2,0.3999999999999999,2905.0,1,B4 SH,59.88,0.1700000000000017,0.371,-0.025000000000000022,1,0,2.9,0.0,14.2,0.3249999999999993,0.75,-0.020999999999999908,SHANKLE
1.5,0.30000000000000004,2905.5,1,B4 SH,62.44,2.559999999999995,0.35200000000000004,-0.01899999999999996,1,0,2.7,-0.19999999999999973,14.5,0.3000000000000007,0.7290000000000001,-0.020999999999999908,SHANKLE
1.4,-0.10000000000000009,2906.0,1,B4 SH,65.13,2.6899999999999977,0.342,-0.010000000000000009,1,0,2.7,0.0,15.285,0.7850000000000001,0.708,-0.02100000000000013,SHANKLE
1.2,-0.19999999999999996,2906.5,1,B4 SH,60.4,-4.729999999999997,0.33799999999999997,-0.004000000000000059,1,0,2.7,0.0,15.91,0.625,0.688,-0.020000000000000018,SHANKLE
0.1,-1.0999999999999999,2907.0,1,B4 SH,63.4,3.0,0.34600000000000003,0.008000000000000063,1,0,2.8,0.09999999999999964,15.585,-0.3249999999999993,0.667,-0.020999999999999908,SHANKLE
1.4,1.2999999999999998,2907.5,1,B4 SH,65.4,2.000000000000007,0.358,0.011999999999999955,1,0,2.8,0.0,14.44,-1.1450000000000014,0.6459999999999999,-0.02100000000000013,SHANKLE
3.0,1.6,2908.0,1,B4 SH,60.44,-4.960000000000008,0.371,0.013000000000000012,1,0,2.9,0.10000000000000009,13.57,-0.8699999999999992,0.625,-0.020999999999999908,SHANKLE
5.6,2.5999999999999996,2908.5,1,B4 SH,71.83,11.39,0.384,0.013000000000000012,1,0,2.8,-0.10000000000000009,13.74,0.16999999999999993,0.604,-0.02100000000000002,SHANKLE
7.1,1.5,2909.0,1,B4 SH,78.1,6.269999999999996,0.389,0.0050000000000000044,1,0,2.8,0.0,14.31,0.5700000000000003,0.583,-0.02100000000000002,SHANKLE
7.7,0.6000000000000005,2909.5,1,B4 SH,82.34,4.240000000000009,0.386,-0.0030000000000000027,1,0,2.7,-0.09999999999999964,14.44,0.129999999999999,0.563,-0.020000000000000018,SHANKLE
7.7,0.0,2910.0,1,B4 SH,85.94,3.5999999999999943,0.384,-0.0020000000000000018,1,0,2.7,0.0,14.25,-0.1899999999999995,0.542,-0.020999999999999908,SHANKLE
8.2,0.4999999999999991,2910.5,1,B4 SH,71.56,-14.379999999999995,0.38,-0.0040000000000000036,1,0,2.7,0.0,14.51,0.2599999999999998,0.521,-0.02100000000000002,SHANKLE
7.2,-0.9999999999999991,2911.0,1,B4 SH,69.26,-2.299999999999997,0.373,-0.007000000000000006,1,0,2.7,0.0,15.655,1.1449999999999996,0.5,-0.02100000000000002,SHANKLE
6.0,-1.2000000000000002,2911.5,1,B4 SH,65.79,-3.469999999999999,0.365,-0.008000000000000007,1,0,2.8,0.09999999999999964,16.385,0.7300000000000022,0.479,-0.02100000000000002,SHANKLE
3.5,-2.5,2912.0,1,B4 SH,58.76,-7.030000000000008,0.354,-0.01100000000000001,1,0,2.7,-0.09999999999999964,16.94,0.5549999999999997,0.45799999999999996,-0.02100000000000002,SHANKLE
1.3,-2.2,2912.5,1,B4 SH,60.11,1.3500000000000014,0.342,-0.011999999999999955,1,0,2.6,-0.10000000000000009,17.025,0.0849999999999973,0.43799999999999994,-0.020000000000000018,SHANKLE
0.3,-1.0,2913.0,1,B4 SH,62.0,1.8900000000000006,0.344,0.0019999999999999463,1,0,2.6,0.0,17.325,0.3000000000000007,0.41700000000000004,-0.020999999999999908,SHANKLE
0.6,0.3,2913.5,1,B4 SH,61.56,-0.4399999999999977,0.354,0.010000000000000009,1,0,2.8,0.19999999999999973,17.815,0.490000000000002,0.396,-0.02100000000000002,SHANKLE
1.3,0.7000000000000001,2914.0,1,B4 SH,58.39,-3.1700000000000017,0.36200000000000004,0.008000000000000063,1,0,2.7,-0.09999999999999964,18.575,0.759999999999998,0.375,-0.02100000000000002,SHANKLE
-0.8,-2.1,2914.5,1,B4 SH,62.03,3.6400000000000006,0.36200000000000004,0.0,1,0,2.6,-0.10000000000000009,18.52,-0.054999999999999716,0.354,-0.02100000000000002,SHANKLE
-1.6,-0.8,2915.0,1,B4 SH,58.92,-3.1099999999999994,0.348,-0.014000000000000068,1,0,2.6,0.0,17.575,-0.9450000000000003,0.33299999999999996,-0.02100000000000002,SHANKLE
-0.2,1.4000000000000001,2915.5,1,B4 SH,62.43,3.509999999999998,0.324,-0.023999999999999966,1,0,2.6,0.0,16.275,-1.3000000000000007,0.313,-0.019999999999999962,SHANKLE
4.0,4.2,2916.0,1,B4 SH,63.32,0.8900000000000006,0.292,-0.03200000000000003,1,0,2.7,0.10000000000000009,16.375,0.10000000000000142,0.292,-0.02100000000000002,SHANKLE
5.9,1.9000000000000004,2916.5,1,B4 SH,64.42,1.1000000000000014,0.262,-0.02999999999999997,1,0,2.8,0.09999999999999964,17.115,0.7399999999999984,0.271,-0.020999999999999963,SHANKLE
5.9,0.0,2917.0,2,B4 SH,63.11,-1.3100000000000023,0.243,-0.019000000000000017,1,0,2.8,0.0,18.435,1.3200000000000003,0.25,-0.02100000000000002,SHANKLE
5.9,0.0,2917.5,2,B4 SH,63.11,0.0,0.243,0.0,1,0,2.8,0.0,18.435,0.0,0.25,0.0,SHANKLE
4.7,-1.2000000000000002,2918.0,2,B4 SH,68.73,5.6200000000000045,0.23600000000000002,-0.0069999999999999785,1,0,2.8,0.0,18.565,0.13000000000000256,0.22899999999999998,-0.02100000000000002,SHANKLE
3.7,-1.0,2918.5,2,B4 SH,68.82,0.0899999999999892,0.243,0.0069999999999999785,1,0,3.0,0.20000000000000018,18.135,-0.4299999999999997,0.20800000000000002,-0.020999999999999963,SHANKLE
3.9,0.19999999999999973,2919.0,2,B4 SH,63.27,-5.54999999999999,0.258,0.015000000000000013,1,0,3.1,0.10000000000000009,16.665,-1.4700000000000024,0.188,-0.020000000000000018,SHANKLE
5.0,1.1,2919.5,2,B4 SH,63.95,0.6799999999999997,0.27899999999999997,0.020999999999999963,1,0,3.3,0.19999999999999973,15.155,-1.5099999999999998,0.16699999999999998,-0.02100000000000002,SHANKLE
7.0,2.0,2920.0,2,B4 SH,73.72,9.769999999999996,0.301,0.02200000000000002,1,0,3.2,-0.09999999999999964,13.77,-1.3849999999999998,0.146,-0.02099999999999999,SHANKLE
8.1,1.0999999999999996,2920.5,2,B4 SH,70.47,-3.25,0.324,0.02300000000000002,1,0,2.4,-0.8000000000000003,14.83,1.0600000000000005,0.125,-0.02099999999999999,SHANKLE
0.5,-7.6,2921.0,3,B4 SH,78.62,8.150000000000006,0.354,0.02999999999999997,1,0,2.1,-0.2999999999999998,24.675,9.845,0.10400000000000001,-0.02099999999999999,SHANKLE
-9.6,-10.1,2921.5,3,B4 SH,81.91,3.289999999999992,0.39799999999999996,0.043999999999999984,1,0,1.9,-0.20000000000000018,35.2,10.525000000000002,0.083,-0.021000000000000005,SHANKLE
-6.8,2.8,2922.0,3,B4 SH,77.68,-4.22999999999999,0.45899999999999996,0.061,1,0,1.9,0.0,44.645,9.445,0.063,-0.020000000000000004,SHANKLE
-7.4,-0.6000000000000005,2922.5,3,B4 SH,74.51,-3.1700000000000017,0.5379999999999999,0.07899999999999996,1,0,2.0,0.10000000000000009,51.805,7.159999999999997,0.042,-0.020999999999999998,SHANKLE
-13.0,-5.6,2923.0,3,B4 SH,66.9,-7.609999999999999,0.605,0.06700000000000006,1,0,2.0,0.0,46.795,-5.009999999999998,0.021,-0.021,SHANKLE
-12.9,0.09999999999999964,2924.0,6,B4 LM,26.06,-40.84,0.725,0.12,1,0,4.4,2.4000000000000004,16.17,-30.625,0.857,0.836,SHANKLE
3.7,16.6,2924.5,6,B4 LM,20.73,-5.329999999999998,0.7959999999999999,0.07099999999999995,2,1,4.1,-0.3000000000000007,4.785,-11.385000000000002,0.7140000000000001,-0.1429999999999999,SHANKLE
7.6,3.8999999999999995,2925.0,6,B4 LM,18.4,-2.330000000000002,0.8759999999999999,0.07999999999999996,2,0,3.7,-0.39999999999999947,4.555,-0.23000000000000043,0.5710000000000001,-0.14300000000000002,SHANKLE
9.7,2.0999999999999996,2925.5,6,B4 LM,20.07,1.6700000000000017,0.941,0.06500000000000006,2,0,3.3,-0.40000000000000036,6.745,2.1900000000000004,0.429,-0.14200000000000007,SHANKLE
7.7,-1.9999999999999991,2926.0,6,B4 LM,20.85,0.7800000000000011,0.903,-0.03799999999999992,2,0,3.4,0.10000000000000009,9.415,2.669999999999999,0.28600000000000003,-0.14299999999999996,SHANKLE
4.3,-3.4000000000000004,2926.5,6,B4 LM,24.51,3.66,0.809,-0.09399999999999997,2,0,2.5,-0.8999999999999999,11.98,2.5650000000000013,0.14300000000000002,-0.14300000000000002,SHANKLE
-0.1,-4.3999999999999995,2927.0,3,B5 SH,37.82,13.309999999999999,0.722,-0.08700000000000008,1,-1,2.2,-0.2999999999999998,19.085,7.105,1.0,0.857,SHANKLE
-6.0,-5.9,2930.0,3,B5 SH,79.36,41.54,0.47,-0.252,1,0,2.4,0.19999999999999973,35.77,16.685000000000002,0.45,-0.55,SHANKLE
-6.4,-0.40000000000000036,2930.5,3,B5 SH,78.41,-0.9500000000000028,0.46799999999999997,-0.0020000000000000018,1,0,2.6,0.20000000000000018,33.73,-2.0400000000000063,0.4,-0.04999999999999999,SHANKLE
-8.4,-2.0,2931.0,3,B5 SH,70.0,-8.409999999999997,0.45299999999999996,-0.015000000000000013,1,0,2.6,0.0,31.445,-2.2849999999999966,0.35,-0.050000000000000044,SHANKLE
-9.9,-1.5,2931.5,3,B5 SH,67.67,-2.3299999999999983,0.43,-0.022999999999999965,1,0,2.7,0.10000000000000009,31.45,0.004999999999999005,0.3,-0.04999999999999999,SHANKLE
-7.6,2.3000000000000007,2932.0,3,B5 SH,67.38,-0.29000000000000625,0.391,-0.03899999999999998,1,0,2.6,-0.10000000000000009,30.565,-0.884999999999998,0.25,-0.04999999999999999,SHANKLE
-2.9,4.699999999999999,2932.5,3,B5 SH,70.08,2.700000000000003,0.34,-0.05099999999999999,1,0,2.5,-0.10000000000000009,33.215,2.650000000000002,0.2,-0.04999999999999999,SHANKLE
-0.2,2.6999999999999997,2933.0,3,B5 SH,72.4,2.3200000000000074,0.29,-0.050000000000000044,1,0,2.3,-0.20000000000000018,39.915,6.699999999999996,0.15,-0.05000000000000002,SHANKLE
-4.0,-3.8,2933.5,3,B5 SH,70.73,-1.6700000000000017,0.24100000000000002,-0.04899999999999996,1,0,2.3,0.0,41.445,1.5300000000000011,0.1,-0.04999999999999999,SHANKLE
-1.9,2.1,2934.0,3,B5 SH,65.14,-5.590000000000003,0.193,-0.048000000000000015,1,0,2.6,0.30000000000000027,37.005,-4.439999999999998,0.05,-0.05,SHANKLE
5.9,7.800000000000001,2934.5,7,B5 LM,52.05,-13.090000000000003,0.152,-0.04100000000000001,2,1,2.9,0.2999999999999998,29.525,-7.480000000000004,1.0,0.95,SHANKLE
12.2,6.299999999999999,2935.0,7,B5 LM,30.56,-21.49,0.121,-0.031,2,0,3.0,0.10000000000000009,27.265,-2.259999999999998,0.958,-0.04200000000000004,SHANKLE
10.8,-1.3999999999999986,2935.5,7,B5 LM,25.47,-5.09,0.09699999999999999,-0.024000000000000007,2,0,3.0,0.0,27.915,0.6499999999999986,0.917,-0.040999999999999925,SHANKLE
6.4,-4.4,2936.0,7,B5 LM,25.34,-0.129999999999999,0.09300000000000001,-0.003999999999999976,2,0,3.0,0.0,27.115,-0.8000000000000007,0.875,-0.04200000000000004,SHANKLE
3.8,-2.6000000000000005,2936.5,7,B5 LM,31.3,5.960000000000001,0.111,0.017999999999999988,2,0,3.0,0.0,26.515,-0.5999999999999979,0.833,-0.04200000000000004,SHANKLE
3.6,-0.19999999999999973,2937.0,7,B5 LM,45.23,13.929999999999996,0.146,0.03499999999999999,2,0,3.0,0.0,24.38,-2.1350000000000016,0.792,-0.040999999999999925,SHANKLE
4.7,1.1,2937.5,7,B5 LM,53.09,7.8600000000000065,0.196,0.05000000000000002,2,0,3.0,0.0,22.525,-1.8550000000000004,0.75,-0.04200000000000004,SHANKLE
2.1,-2.6,2938.0,7,B5 LM,53.66,0.5699999999999932,0.255,0.059,2,0,3.1,0.10000000000000009,19.515,-3.009999999999998,0.708,-0.04200000000000004,SHANKLE
-1.1,-3.2,2938.5,7,B5 LM,48.3,-5.359999999999999,0.318,0.063,2,0,3.4,0.2999999999999998,16.71,-2.8049999999999997,0.667,-0.040999999999999925,SHANKLE
-1.3,-0.19999999999999996,2939.0,8,B5 LM,47.58,-0.7199999999999989,0.386,0.068,2,0,4.0,0.6000000000000001,14.275,-2.4350000000000005,0.625,-0.04200000000000004,SHANKLE
0.5,1.8,2939.5,8,B5 LM,44.54,-3.039999999999999,0.456,0.07,2,0,4.2,0.20000000000000018,12.48,-1.795,0.583,-0.04200000000000004,SHANKLE
1.6,1.1,2940.0,8,B5 LM,45.57,1.0300000000000011,0.531,0.07500000000000001,2,0,4.3,0.09999999999999964,11.42,-1.0600000000000005,0.542,-0.040999999999999925,SHANKLE
1.0,-0.6000000000000001,2940.5,8,B5 LM,49.17,3.6000000000000014,0.607,0.07599999999999996,2,0,4.3,0.0,10.82,-0.5999999999999996,0.5,-0.04200000000000004,SHANKLE
0.6,-0.4,2941.0,8,B5 LM,58.97,9.799999999999997,0.68,0.07300000000000006,2,0,4.4,0.10000000000000053,10.535,-0.28500000000000014,0.45799999999999996,-0.04200000000000004,SHANKLE
0.7,0.09999999999999998,2941.5,8,B5 LM,78.86,19.89,0.7440000000000001,0.06400000000000006,2,0,4.6,0.1999999999999993,10.32,-0.21499999999999986,0.41700000000000004,-0.040999999999999925,SHANKLE
1.4,0.7,2942.0,8,B5 LM,100.24,21.379999999999995,0.797,0.052999999999999936,2,0,4.7,0.10000000000000053,10.38,0.0600000000000005,0.375,-0.04200000000000004,SHANKLE
0.8,-0.5999999999999999,2942.5,8,B5 LM,97.94,-2.299999999999997,0.8420000000000001,0.04500000000000004,2,0,4.8,0.09999999999999964,10.56,0.17999999999999972,0.33299999999999996,-0.04200000000000004,SHANKLE
-0.5,-1.3,2943.0,8,B5 LM,94.67,-3.269999999999996,0.8809999999999999,0.03899999999999981,2,0,4.7,-0.09999999999999964,10.57,0.009999999999999787,0.292,-0.04099999999999998,SHANKLE
-1.0,-0.5,2943.5,8,B5 LM,78.63,-16.040000000000006,0.914,0.03300000000000014,2,0,4.7,0.0,10.18,-0.39000000000000057,0.25,-0.04199999999999998,SHANKLE
-1.9,-0.8999999999999999,2944.0,8,B5 LM,97.99,19.36,0.932,0.018000000000000016,2,0,4.7,0.0,9.31,-0.8699999999999992,0.20800000000000002,-0.04199999999999998,SHANKLE
-2.5,-0.6000000000000001,2944.5,8,B5 LM,130.86,32.87000000000002,0.9209999999999999,-0.01100000000000012,2,0,4.9,0.20000000000000018,8.1,-1.2100000000000009,0.16699999999999998,-0.041000000000000036,SHANKLE
-0.8,1.7,2945.0,8,B5 LM,167.9,37.03999999999999,0.883,-0.03799999999999992,2,0,4.5,-0.40000000000000036,6.22,-1.88,0.125,-0.04199999999999998,SHANKLE
4.2,5.0,2945.5,8,B5 LM,191.7,23.799999999999983,0.8220000000000001,-0.06099999999999994,2,0,3.8,-0.7000000000000002,5.195,-1.0249999999999995,0.083,-0.041999999999999996,SHANKLE
-5.9,-10.100000000000001,2946.0,3,C SH,149.65,-42.04999999999998,0.711,-0.1110000000000001,1,-1,2.3,-1.5,24.32,19.125,1.0,0.917,SHANKLE
-9.4,-3.5,2948.0,3,C SH,75.83,-73.82000000000001,0.5710000000000001,-0.1399999999999999,1,0,2.8,0.5,34.61,10.29,0.93,-0.06999999999999995,SHANKLE
2.5,11.9,2948.5,3,C SH,66.28,-9.549999999999997,0.56,-0.01100000000000001,1,0,2.7,-0.09999999999999964,28.99,-5.620000000000001,0.912,-0.018000000000000016,SHANKLE
-0.2,-2.7,2949.0,3,C SH,69.44,3.1599999999999966,0.5670000000000001,0.007000000000000006,1,0,2.6,-0.10000000000000009,27.455,-1.5350000000000001,0.895,-0.017000000000000015,SHANKLE
-1.6,-1.4000000000000001,2949.5,3,C SH,69.67,0.23000000000000398,0.584,0.016999999999999904,1,0,2.6,0.0,24.68,-2.7749999999999986,0.877,-0.018000000000000016,SHANKLE
-2.1,-0.5,2950.0,3,C SH,72.32,2.6499999999999915,0.609,0.025000000000000022,1,0,2.9,0.2999999999999998,21.265,-3.414999999999999,0.86,-0.017000000000000015,SHANKLE
5.3,7.4,2950.5,3,C SH,72.26,-0.05999999999998806,0.634,0.025000000000000022,1,0,3.2,0.30000000000000027,16.795,-4.469999999999999,0.8420000000000001,-0.017999999999999905,SHANKLE
8.9,3.6000000000000005,2951.0,3,C SH,66.6,-5.660000000000011,0.652,0.018000000000000016,1,0,3.3,0.09999999999999964,13.99,-2.8050000000000015,0.825,-0.017000000000000126,SHANKLE
10.7,1.799999999999999,2951.5,3,C SH,66.67,0.07000000000000739,0.659,0.007000000000000006,1,0,3.2,-0.09999999999999964,14.42,0.4299999999999997,0.807,-0.017999999999999905,SHANKLE
